91.0,0.114,70.0
92.0,0.118,104.0
93.0,0.117,50.0
94.0,0.107,50.0
95.0,0.1,50.0
96.0,0.107,50.0
97.0,0.102,50.0
98.0,0.112,50.0
99.0,0.113,50.0
100.0,0.103,59.0
101.0,0.112,63.0
102.0,0.112,51.0
103.0,0.104,50.0
104.0,0.117,50.0
105.0,0.113,63.0
106.0,0.107,50.0
107.0,0.105,60.0
108.0,0.121,50.0
109.0,0.108,50.0
110.0,0.115,50.0
111.0,0.119,102.0
112.0,0.116,50.0
113.0,0.1,50.0
114.0,0.116,50.0
115.0,0.114,50.0
116.0,0.117,50.0
117.0,0.116,64.0
118.0,0.093,50.0
119.0,0.113,59.0
120.0,0.121,50.0
121.0,0.129,50.0
122.0,0.117,63.0
123.0,0.104,57.0
124.0,0.116,50.0
125.0,0.103,50.0
126.0,0.117,50.0
127.0,0.112,62.0
128.0,0.121,65.0
129.0,0.122,50.0
130.0,0.112,64.0
131.0,0.107,63.0
132.0,0.131,51.0
133.0,0.114,50.0
134.0,0.087,60.0
135.0,0.124,62.0
136.0,0.141,50.0
137.0,0.122,69.0
138.0,0.103,50.0
139.0,0.128,50.0
140.0,0.105,50.0
141.0,0.107,50.0
142.0,0.116,50.0
143.0,0.117,50.0
144.0,0.113,50.0
145.0,0.109,65.0
146.0,0.102,50.0
147.0,0.09,50.0
148.0,0.104,50.0
149.0,0.11,50.0
150.0,0.109,65.0
151.0,0.095,50.0
152.0,0.096,50.0
153.0,0.105,69.0
154.0,0.093,50.0
155.0,0.117,50.0
156.0,0.095,50.0
157.0,0.095,50.0
158.0,0.127,50.0
159.0,0.099,50.0
160.0,0.09,50.0
161.0,0.117,50.0
162.0,0.133,50.0
163.0,0.102,54.0
164.0,0.119,102.0
165.0,0.109,51.0
166.0,0.111,50.0
167.0,0.09,50.0
168.0,0.124,68.0
169.0,0.121,50.0
170.0,0.099,50.0
171.0,0.109,65.0
172.0,0.089,50.0
173.0,0.108,50.0
174.0,0.097,19.0
175.0,0.087,50.0
176.0,0.081,50.0
177.0,0.091,50.0
178.0,0.135,50.0
179.0,0.117,50.0
180.0,0.09,60.0
181.0,0.124,50.0
182.0,0.123,50.0
183.0,0.125,50.0
184.0,0.094,59.0
185.0,0.145,64.0
186.0,0.096,50.0
187.0,0.109,62.0
188.0,0.11,59.0
189.0,0.124,50.0
190.0,0.108,50.0
191.0,0.12,50.0
192.0,0.082,51.0
193.0,0.146,65.0
194.0,0.11,98.0
195.0,0.105,50.0
196.0,0.111,50.0
197.0,0.122,64.0
198.0,0.145,50.0
199.0,0.111,63.0
200.0,0.099,52.0
201.0,0.118,66.0
202.0,0.121,50.0
203.0,0.098,50.0
204.0,0.102,50.0
205.0,0.116,50.0
206.0,0.121,66.0
207.0,0.098,50.0
208.0,0.103,50.0
209.0,0.114,66.0
210.0,0.116,86.0
211.0,0.098,50.0
212.0,0.122,65.0
213.0,0.145,50.0
214.0,0.097,50.0
215.0,0.102,51.0
216.0,0.122,50.0
217.0,0.131,50.0
218.0,0.099,19.0
219.0,0.134,69.0
220.0,0.087,50.0
221.0,0.085,59.0
222.0,0.113,55.0
223.0,0.129,50.0
224.0,0.087,50.0
225.0,0.102,50.0
226.0,0.135,50.0
227.0,0.103,50.0
228.0,0.099,61.0
229.0,0.133,62.0
230.0,0.124,50.0
231.0,0.091,50.0
232.0,0.112,50.0
233.0,0.116,58.0
234.0,0.108,67.0
235.0,0.145,65.0
236.0,0.118,50.0
237.0,0.102,50.0
238.0,0.141,64.0
239.0,0.11,60.0
240.0,0.116,102.0
241.0,0.11,89.0
242.0,0.097,50.0
243.0,0.123,50.0
244.0,0.1,65.0
245.0,0.109,50.0
246.0,0.124,86.0
247.0,0.111,50.0
248.0,0.119,50.0
249.0,0.12,50.0
250.0,0.116,65.0
251.0,0.135,59.0
252.0,0.095,50.0
253.0,0.084,50.0
254.0,0.092,50.0
255.0,0.123,50.0
256.0,0.132,64.0
257.0,0.12,60.0
258.0,0.102,50.0
259.0,0.1,51.0
260.0,0.131,62.0
261.0,0.105,60.0
262.0,0.103,50.0
263.0,0.129,50.0
264.0,0.083,50.0
265.0,0.127,86.0
266.0,0.098,50.0
267.0,0.127,50.0
268.0,0.088,50.0
269.0,0.119,50.0
270.0,0.087,50.0
271.0,0.135,50.0
272.0,0.125,50.0
273.0,0.077,41.0
274.0,0.111,50.0
275.0,0.114,50.0
276.0,0.108,50.0
277.0,0.093,58.0
278.0,0.142,63.0
279.0,0.102,51.0
280.0,0.086,59.0
281.0,0.093,50.0
282.0,0.1,59.0
283.0,0.102,61.0
284.0,0.106,62.0
285.0,0.109,50.0
286.0,0.111,62.0
287.0,0.1,50.0
288.0,0.086,50.0
289.0,0.12,50.0
290.0,0.078,52.0
291.0,0.109,50.0
292.0,0.098,50.0
293.0,0.084,50.0
294.0,0.092,50.0
295.0,0.081,50.0
296.0,0.083,50.0
297.0,0.102,61.0
298.0,0.139,50.0
299.0,0.099,61.0
300.0,0.132,50.0
301.0,0.092,97.0
302.0,0.118,50.0
303.0,0.097,66.0
304.0,0.127,50.0
305.0,0.101,50.0
306.0,0.101,50.0
307.0,0.075,50.0
308.0,0.117,124.0
309.0,0.083,50.0
310.0,0.102,50.0
311.0,0.099,64.0
312.0,0.098,50.0
313.0,0.072,50.0
314.0,0.114,50.0
315.0,0.092,52.0
316.0,0.13,86.0
317.0,0.075,50.0
318.0,0.064,50.0
319.0,0.102,50.0
320.0,0.13,56.0
321.0,0.089,50.0
322.0,0.119,50.0
323.0,0.091,63.0
324.0,0.089,61.0
325.0,0.128,50.0
326.0,0.129,61.0
327.0,0.097,68.0
328.0,0.089,51.0
329.0,0.093,68.0
330.0,0.137,50.0
331.0,0.075,50.0
332.0,0.107,50.0
333.0,0.103,50.0
334.0,0.126,50.0
335.0,0.113,50.0
336.0,0.127,50.0
337.0,0.092,50.0
338.0,0.098,61.0
339.0,0.125,50.0
340.0,0.102,51.0
341.0,0.075,50.0
342.0,0.064,50.0
343.0,0.114,50.0
344.0,0.072,51.0
345.0,0.095,50.0
346.0,0.134,50.0
347.0,0.1,50.0
348.0,0.11,50.0
349.0,0.101,50.0
350.0,0.108,50.0
351.0,0.092,62.0
352.0,0.092,50.0
353.0,0.13,64.0
354.0,0.1,50.0
355.0,0.105,50.0
356.0,0.079,62.0
357.0,0.127,66.0
358.0,0.097,64.0
359.0,0.113,52.0
360.0,0.117,50.0
361.0,0.089,61.0
362.0,0.126,50.0
363.0,0.052,19.0
364.0,0.074,50.0
365.0,0.115,50.0
366.0,0.123,50.0
367.0,0.061,50.0
368.0,0.07,50.0
369.0,0.079,50.0
370.0,0.125,50.0
371.0,0.103,50.0
372.0,0.103,50.0
373.0,0.122,50.0
374.0,0.101,58.0
375.0,0.106,50.0
376.0,0.11,50.0
377.0,0.089,50.0
378.0,0.108,50.0
379.0,0.095,66.0
380.0,0.114,86.0
381.0,0.084,38.0
382.0,0.11,50.0
383.0,0.098,50.0
384.0,0.076,63.0
385.0,0.086,50.0
386.0,0.092,50.0
387.0,0.072,50.0
388.0,0.124,50.0
389.0,0.095,50.0
390.0,0.063,50.0
391.0,0.089,50.0
392.0,0.068,50.0
393.0,0.094,86.0
394.0,0.109,50.0
395.0,0.091,65.0
396.0,0.088,50.0
397.0,0.069,51.0
398.0,0.085,50.0
399.0,0.13,50.0
400.0,0.077,58.0
401.0,0.123,50.0
402.0,0.1,99.0
403.0,0.163,64.0
404.0,0.143,50.0
405.0,0.071,51.0
406.0,0.095,86.0
407.0,0.102,106.0
408.0,0.125,50.0
409.0,0.085,50.0
410.0,0.105,50.0
411.0,0.09,100.0
412.0,0.098,50.0
413.0,0.091,86.0
414.0,0.085,50.0
415.0,0.068,51.0
416.0,0.116,50.0
417.0,0.124,50.0
418.0,0.075,19.0
419.0,0.087,62.0
420.0,0.104,60.0
421.0,0.128,65.0
422.0,0.103,59.0
423.0,0.111,86.0
424.0,0.094,53.0
425.0,0.111,65.0
426.0,0.076,61.0
427.0,0.149,50.0
428.0,0.101,50.0
429.0,0.078,50.0
430.0,0.115,50.0
431.0,0.095,86.0
432.0,0.082,86.0
433.0,0.095,59.0
434.0,0.111,63.0
435.0,0.1,59.0
436.0,0.114,98.0
437.0,0.141,50.0
438.0,0.067,50.0
439.0,0.081,61.0
440.0,0.122,50.0
441.0,0.093,64.0
442.0,0.117,50.0
443.0,0.124,50.0
444.0,0.083,63.0
445.0,0.134,50.0
446.0,0.088,65.0
447.0,0.091,60.0
448.0,0.1,100.0
449.0,0.108,56.0
450.0,0.113,64.0
451.0,0.095,63.0
452.0,0.135,50.0
453.0,0.074,50.0
454.0,0.106,50.0
455.0,0.091,86.0
456.0,0.082,86.0
457.0,0.062,50.0
458.0,0.106,59.0
459.0,0.092,50.0
460.0,0.1,50.0
461.0,0.064,53.0
462.0,0.082,50.0
463.0,0.094,60.0
464.0,0.1,50.0
465.0,0.119,50.0
466.0,0.099,63.0
467.0,0.095,50.0
468.0,0.124,50.0
469.0,0.078,54.0
470.0,0.115,50.0
471.0,0.1,50.0
472.0,0.066,50.0
473.0,0.077,50.0
474.0,0.093,50.0
475.0,0.096,61.0
476.0,0.096,50.0
477.0,0.08,50.0
478.0,0.116,50.0
479.0,0.093,50.0
480.0,0.075,50.0
481.0,0.063,39.0
482.0,0.076,50.0
483.0,0.093,50.0
484.0,0.155,50.0
485.0,0.091,61.0
486.0,0.103,50.0
487.0,0.074,60.0
488.0,0.124,60.0
489.0,0.101,68.0
490.0,0.083,50.0
491.0,0.118,50.0
492.0,0.094,68.0
493.0,0.116,50.0
494.0,0.073,50.0
495.0,0.104,127.0
496.0,0.095,66.0
497.0,0.108,50.0
498.0,0.1,50.0
499.0,0.1,50.0
500.0,0.067,61.0
501.0,0.109,63.0
502.0,0.088,50.0
503.0,0.077,50.0
504.0,0.097,62.0
505.0,0.111,50.0
506.0,0.093,50.0
507.0,0.083,50.0
508.0,0.098,50.0
509.0,0.085,50.0
510.0,0.069,50.0
511.0,0.08,50.0
512.0,0.07,50.0
513.0,0.101,87.0
514.0,0.113,101.0
515.0,0.137,50.0
516.0,0.098,64.0
517.0,0.121,66.0
518.0,0.125,50.0
519.0,0.101,51.0
520.0,0.085,69.0
521.0,0.134,50.0
522.0,0.096,50.0
523.0,0.102,50.0
524.0,0.068,50.0
525.0,0.107,50.0
526.0,0.103,86.0
527.0,0.099,50.0
528.0,0.081,50.0
529.0,0.079,61.0
530.0,0.127,50.0
531.0,0.107,50.0
532.0,0.073,50.0
533.0,0.11,50.0
534.0,0.089,50.0
535.0,0.112,63.0
536.0,0.132,50.0
537.0,0.1,62.0
538.0,0.103,50.0
539.0,0.072,61.0
540.0,0.121,61.0
541.0,0.095,50.0
542.0,0.136,50.0
543.0,0.079,50.0
544.0,0.087,62.0
545.0,0.072,50.0
546.0,0.105,50.0
547.0,0.108,50.0
548.0,0.077,60.0
549.0,0.108,62.0
550.0,0.104,69.0
551.0,0.115,50.0
552.0,0.095,50.0
553.0,0.105,50.0
554.0,0.11,50.0
555.0,0.099,50.0
556.0,0.08,50.0
557.0,0.091,62.0
558.0,0.083,60.0
559.0,0.116,50.0
560.0,0.107,66.0
561.0,0.116,50.0
562.0,0.095,69.0
563.0,0.103,66.0
564.0,0.08,50.0
565.0,0.087,50.0
566.0,0.095,50.0
567.0,0.078,50.0
568.0,0.11,67.0
569.0,0.121,50.0
570.0,0.085,50.0
571.0,0.065,50.0
572.0,0.074,50.0
573.0,0.082,50.0
574.0,0.092,97.0
575.0,0.128,50.0
576.0,0.087,54.0
577.0,0.082,50.0
578.0,0.068,50.0
579.0,0.085,64.0
580.0,0.07,50.0
581.0,0.073,51.0
582.0,0.091,86.0
583.0,0.094,86.0
584.0,0.079,62.0
585.0,0.125,50.0
586.0,0.116,50.0
587.0,0.112,50.0
588.0,0.099,50.0
589.0,0.103,50.0
590.0,0.096,50.0
591.0,0.103,50.0
592.0,0.081,86.0
593.0,0.064,50.0
594.0,0.064,50.0
595.0,0.078,65.0
596.0,0.11,50.0
597.0,0.124,65.0
598.0,0.088,19.0
599.0,0.08,50.0
600.0,0.086,50.0
601.0,0.06,50.0
602.0,0.074,50.0
603.0,0.072,50.0
604.0,0.062,60.0
605.0,0.084,50.0
606.0,0.088,103.0
607.0,0.141,50.0
608.0,0.091,50.0
609.0,0.093,53.0
610.0,0.106,50.0
611.0,0.079,50.0
612.0,0.089,67.0
613.0,0.087,50.0
614.0,0.13,50.0
615.0,0.072,50.0
616.0,0.095,86.0
617.0,0.075,52.0
618.0,0.074,61.0
619.0,0.104,50.0
620.0,0.079,50.0
621.0,0.118,50.0
622.0,0.089,65.0
623.0,0.088,50.0
624.0,0.106,64.0
625.0,0.085,55.0
626.0,0.122,50.0
627.0,0.081,50.0
628.0,0.118,50.0
629.0,0.055,50.0
630.0,0.061,50.0
631.0,0.1,62.0
632.0,0.12,50.0
633.0,0.083,51.0
634.0,0.128,64.0
635.0,0.079,50.0
636.0,0.086,86.0
637.0,0.095,65.0
638.0,0.087,50.0
639.0,0.1,50.0
640.0,0.075,50.0
641.0,0.097,50.0
642.0,0.097,69.0
643.0,0.14,50.0
644.0,0.096,103.0
645.0,0.098,50.0
646.0,0.111,50.0
647.0,0.065,62.0
648.0,0.078,50.0
649.0,0.094,50.0
650.0,0.093,50.0
651.0,0.093,50.0
652.0,0.098,50.0
653.0,0.113,63.0
654.0,0.117,50.0
655.0,0.085,66.0
656.0,0.085,50.0
657.0,0.088,57.0
658.0,0.092,70.0
659.0,0.142,50.0
660.0,0.106,50.0
661.0,0.111,86.0
662.0,0.107,61.0
663.0,0.112,86.0
664.0,0.114,50.0
665.0,0.102,62.0
666.0,0.093,86.0
667.0,0.076,62.0
668.0,0.096,70.0
669.0,0.105,57.0
670.0,0.103,67.0
671.0,0.097,50.0
672.0,0.068,50.0
673.0,0.134,50.0
674.0,0.091,50.0
675.0,0.117,50.0
676.0,0.097,50.0
677.0,0.137,50.0
678.0,0.104,62.0
679.0,0.083,50.0
680.0,0.068,50.0
681.0,0.07,50.0
682.0,0.122,50.0
683.0,0.074,50.0
684.0,0.076,64.0
685.0,0.088,50.0
686.0,0.087,50.0
687.0,0.116,60.0
688.0,0.08,63.0
689.0,0.087,50.0
690.0,0.108,51.0
691.0,0.123,50.0
692.0,0.119,50.0
693.0,0.075,62.0
694.0,0.118,50.0
695.0,0.101,50.0
696.0,0.079,64.0
697.0,0.103,61.0
698.0,0.082,50.0
699.0,0.094,87.0
700.0,0.068,50.0
701.0,0.102,50.0
702.0,0.125,50.0
703.0,0.099,64.0
704.0,0.079,50.0
705.0,0.067,61.0
706.0,0.085,60.0
707.0,0.085,50.0
708.0,0.1,65.0
709.0,0.062,54.0
710.0,0.079,50.0
711.0,0.109,50.0
712.0,0.085,60.0
713.0,0.097,62.0
714.0,0.117,50.0
715.0,0.08,50.0
716.0,0.085,50.0
717.0,0.103,50.0
718.0,0.087,63.0
719.0,0.128,50.0
720.0,0.073,50.0
721.0,0.078,50.0
722.0,0.055,61.0
723.0,0.118,50.0
724.0,0.053,51.0
725.0,0.072,61.0
726.0,0.095,50.0
727.0,0.096,50.0
728.0,0.074,60.0
729.0,0.097,50.0
730.0,0.111,63.0
731.0,0.127,50.0
732.0,0.062,50.0
733.0,0.103,65.0
734.0,0.085,63.0
735.0,0.104,50.0
736.0,0.082,50.0
737.0,0.086,67.0
738.0,0.13,50.0
739.0,0.053,50.0
740.0,0.068,50.0
741.0,0.069,50.0
742.0,0.069,50.0
743.0,0.1,61.0
744.0,0.061,60.0
745.0,0.117,60.0
746.0,0.085,50.0
747.0,0.106,50.0
748.0,0.074,50.0
749.0,0.089,86.0
750.0,0.067,50.0
751.0,0.046,58.0
752.0,0.112,62.0
753.0,0.103,50.0
754.0,0.069,67.0
755.0,0.146,50.0
756.0,0.065,50.0
757.0,0.056,50.0
758.0,0.099,53.0
759.0,0.077,50.0
760.0,0.079,59.0
761.0,0.109,50.0
762.0,0.081,62.0
763.0,0.123,50.0
764.0,0.037,55.0
765.0,0.099,50.0
766.0,0.098,86.0
767.0,0.095,66.0
768.0,0.134,51.0
769.0,0.052,55.0
770.0,0.089,64.0
771.0,0.106,50.0
772.0,0.068,50.0
773.0,0.068,50.0
774.0,0.078,50.0
775.0,0.08,62.0
776.0,0.08,51.0
777.0,0.115,50.0
778.0,0.097,50.0
779.0,0.035,53.0
780.0,0.114,50.0
781.0,0.078,64.0
782.0,0.082,63.0
783.0,0.052,57.0
784.0,0.059,60.0
785.0,0.097,69.0
786.0,0.104,50.0
787.0,0.109,68.0
788.0,0.089,99.0
789.0,0.13,50.0
790.0,0.066,51.0
791.0,0.123,50.0
792.0,0.124,50.0
793.0,0.093,63.0
794.0,0.077,50.0
795.0,0.065,50.0
796.0,0.084,50.0
797.0,0.136,50.0
798.0,0.14,50.0
799.0,0.063,50.0
800.0,0.058,50.0
801.0,0.067,86.0
802.0,0.087,50.0
803.0,0.042,61.0
804.0,0.1,53.0
805.0,0.115,66.0
806.0,0.11,50.0
807.0,0.093,64.0
808.0,0.123,60.0
809.0,0.121,50.0
810.0,0.055,59.0
811.0,0.116,50.0
812.0,0.078,50.0
813.0,0.092,50.0
814.0,0.057,61.0
815.0,0.09,65.0
816.0,0.085,50.0
817.0,0.048,50.0
818.0,0.071,50.0
819.0,0.083,50.0
820.0,0.087,86.0
821.0,0.037,59.0
822.0,0.086,60.0
823.0,0.11,51.0
824.0,0.083,50.0
825.0,0.069,50.0
826.0,0.069,64.0
827.0,0.076,51.0
828.0,0.055,61.0
829.0,0.118,51.0
830.0,0.128,50.0
831.0,0.122,50.0
832.0,0.081,63.0
833.0,0.083,50.0
834.0,0.058,50.0
835.0,0.058,50.0
836.0,0.044,61.0
837.0,0.084,67.0
838.0,0.115,65.0
839.0,0.114,50.0
840.0,0.09,62.0
841.0,0.088,50.0
842.0,0.1,62.0
843.0,0.105,50.0
844.0,0.056,61.0
845.0,0.107,50.0
846.0,0.101,86.0
847.0,0.1,50.0
848.0,0.078,50.0
849.0,0.055,50.0
850.0,0.056,68.0
851.0,0.074,50.0
852.0,0.039,61.0
853.0,0.1,50.0
854.0,0.055,60.0
855.0,0.099,50.0
856.0,0.065,50.0
857.0,0.094,50.0
858.0,0.053,50.0
859.0,0.074,65.0
860.0,0.114,50.0
861.0,0.092,50.0
862.0,0.067,62.0
863.0,0.113,50.0
864.0,0.098,50.0
865.0,0.053,51.0
866.0,0.143,50.0
867.0,0.056,68.0
868.0,0.115,50.0
869.0,0.049,51.0
870.0,0.1,50.0
871.0,0.07,86.0
872.0,0.044,52.0
873.0,0.074,50.0
874.0,0.115,50.0
875.0,0.061,51.0
876.0,0.102,50.0
877.0,0.079,50.0
878.0,0.075,61.0
879.0,0.118,59.0
880.0,0.075,62.0
881.0,0.098,62.0
882.0,0.09,60.0
883.0,0.086,50.0
884.0,0.048,50.0
885.0,0.097,50.0
886.0,0.074,50.0
887.0,0.08,51.0
888.0,0.061,60.0
889.0,0.084,69.0
890.0,0.095,62.0
891.0,0.097,53.0
892.0,0.105,50.0
893.0,0.106,50.0
894.0,0.046,50.0
895.0,0.079,60.0
896.0,0.086,50.0
897.0,0.114,50.0
898.0,0.053,63.0
899.0,0.119,50.0
900.0,0.08,59.0
901.0,0.098,86.0
902.0,0.074,50.0
903.0,0.108,56.0
904.0,0.075,52.0
905.0,0.172,50.0
906.0,0.093,86.0
907.0,0.064,56.0
908.0,0.129,50.0
909.0,0.059,61.0
910.0,0.115,50.0
911.0,0.051,57.0
912.0,0.094,50.0
913.0,0.066,62.0
914.0,0.09,86.0
915.0,0.077,50.0
916.0,0.064,64.0
917.0,0.109,62.0
918.0,0.123,52.0
919.0,0.071,50.0
920.0,0.096,50.0
921.0,0.068,50.0
922.0,0.072,50.0
923.0,0.075,59.0
924.0,0.105,50.0
925.0,0.06,50.0
926.0,0.062,54.0
927.0,0.047,60.0
928.0,0.077,50.0
929.0,0.068,51.0
930.0,0.059,51.0
931.0,0.098,64.0
932.0,0.1,50.0
933.0,0.119,50.0
934.0,0.089,86.0
935.0,0.102,50.0
936.0,0.073,64.0
937.0,0.117,50.0
938.0,0.113,50.0
939.0,0.054,50.0
940.0,0.051,61.0
941.0,0.145,50.0
942.0,0.084,61.0
943.0,0.105,62.0
944.0,0.129,50.0
945.0,0.059,50.0
946.0,0.093,64.0
947.0,0.108,50.0
948.0,0.056,61.0
949.0,0.08,50.0
950.0,0.069,69.0
951.0,0.125,60.0
952.0,0.093,50.0
953.0,0.053,60.0
954.0,0.105,124.0
955.0,0.068,86.0
956.0,0.117,50.0
957.0,0.071,51.0
958.0,0.091,86.0
959.0,0.069,50.0
960.0,0.118,50.0
961.0,0.085,52.0
962.0,0.122,50.0
963.0,0.071,62.0
964.0,0.135,50.0
965.0,0.096,50.0
966.0,0.101,50.0
967.0,0.105,50.0
968.0,0.107,50.0
969.0,0.076,50.0
970.0,0.058,61.0
971.0,0.132,50.0
972.0,0.066,61.0
973.0,0.113,50.0
974.0,0.065,50.0
975.0,0.084,51.0
976.0,0.05,60.0
977.0,0.061,59.0
978.0,0.081,60.0
979.0,0.12,67.0
980.0,0.098,62.0
981.0,0.11,50.0
982.0,0.074,65.0
983.0,0.069,51.0
984.0,0.077,65.0
985.0,0.153,50.0
986.0,0.109,66.0
987.0,0.082,62.0
988.0,0.085,50.0
989.0,0.082,50.0
990.0,0.063,69.0
991.0,0.101,51.0
992.0,0.086,86.0
993.0,0.06,50.0
994.0,0.089,52.0
995.0,0.083,50.0
996.0,0.076,87.0
997.0,0.068,50.0
998.0,0.07,63.0
999.0,0.094,50.0
1000.0,0.078,50.0
