,0,1
"(6, 9)",-0.6979949115415437,-0.7095740468337022
"(8, 0)",0.7654372755729357,0.3676737962830122
"(8, 1)",0.7566901567117805,0.3336455169356076
"(13, 4)",0.3782790520817149,0.09919974259363956
"(13, 3)",0.8316710814137147,0.1908019820298963
"(8, 8)",0.24265028386093399,0.1745217508146416
"(7, 10)",-0.2542457690227453,-0.2188981314831912
"(16, -7)",0.7769010615585381,0.4978861534924516
"(16, -6)",0.810154810791329,0.4683370304485395
"(15, -6)",0.3494123924273067,0.7807195452253235
"(9, 2)",0.759710215090831,0.31637651950985357
"(7, -3)",0.008895738797221012,0.2173327858156652
"(6, -4)",-0.7312757809589192,-0.7311492865838541
"(15, -10)",0.6547501323338273,0.10706946959015355
"(15, -9)",0.4290874966771722,0.0
"(14, -9)",0.7527560184703586,0.26571836900972856
"(13, -7)",0.6413842601087978,0.17060012531288754
"(11, -9)",0.46595417128231126,0.16004661459499248
"(11, -10)",0.17028584402592367,0.0
"(9, -9)",0.41730864467563006,0.10419320711285025
"(9, -8)",0.378224757086348,0.0
"(8, -8)",0.36551774486569366,0.11342420656594315
"(8, -7)",0.2209251481595038,0.02465744727667779
"(7, -5)",-0.1474426208402193,-0.1768422297220293
"(6, -5)",-0.5398970801257758,-0.5694478612161813
"(7, 9)",-0.21402669069727828,-0.13640460666821227
"(9, -4)",0.4954313991299954,0.15884329102197794
"(6, -7)",-0.34132649267731874,-0.43962633412574215
"(16, 4)",0.6349290193248663,0.1925169325264488
"(16, 5)",0.6038138031613505,0.23221784733621684
"(15, 5)",0.5026988184517618,0.0791563240753096
"(10, 9)",0.5372557544424292,0.0723731661571888
"(10, 10)",0.5481368209316749,0.13014096309619036
"(9, 11)",0.3317009965447036,0.04789626560991606
"(8, 14)",0.21548920614731265,0.025904928905299354
"(7, 14)",-0.3190190486358843,-0.41576250771851647
"(7, 15)",-0.3251352035524517,-0.3453509835800119
"(6, 15)",-0.901336399197321,-0.7964569363711878
"(7, -4)",-0.1437161480146346,-0.14925571036847696
"(6, -6)",-0.3481161041449637,-0.28524307352366496
"(10, -7)",0.41633226737078766,0.09487209721218381
"(10, -8)",0.3230935354388496,0.06923871795265692
"(9, -10)",0.39234916035413325,0.029230176367473416
"(8, -12)",-0.091,0.013305781000000001
"(6, -2)",-0.4515505888051047,-0.012252442317136625
"(12, -9)",0.6229221240092213,0.33134339529635587
"(11, -3)",0.45902335086111173,0.04763856791540866
"(19, 1)",0.2695425414994131,0.5015211212906459
"(18, 3)",0.5570920068492234,0.09682521036572131
"(18, 4)",0.5132443816099602,0.0878295987327842
"(17, 4)",0.5991935920862472,0.32564944036429727
"(15, 4)",0.6493689137517923,0.23944565379582833
"(13, -3)",0.019830519081581618,0.6631275543929723
"(15, 6)",0.3691971063698416,0.07870097030502236
"(15, 7)",0.0,0.2907488963815512
"(14, 8)",0.46404474941709795,0.13871555797288815
"(14, 9)",0.23926408936721283,0.0848628616494177
"(13, 10)",0.5010097937900118,0.010000000000000002
"(12, 11)",0.29167246402590813,0.1038519510376249
"(12, 12)",-0.06726520208780576,0.05363366031577528
"(12, 13)",0.06948975191413079,0.0
"(11, 13)",0.48552114867637697,0.06448356786121076
"(11, 14)",0.28282414114182236,0.0910213640508049
"(10, 14)",0.531744539343632,0.2883168810802107
"(9, 14)",0.37533974072982884,0.07175818919650309
"(8, 11)",0.2693549957413275,0.1694546073904762
"(11, -2)",0.03313710205480152,0.44922196562574307
"(9, 9)",0.2359616454416475,0.4386306610281872
"(9, 10)",0.42015049972023993,0.24396235755166903
"(8, 10)",0.2971896143299874,0.1821312183644978
"(6, 12)",-0.6688093630432078,-0.5883720278473885
"(9, -7)",0.3908574771509833,0.015465593274396573
"(6, -3)",-0.6341226750128286,-0.6434889581543392
"(17, 5)",0.4470574482115897,0.09463616662491
"(17, 6)",0.17879167617731317,0.07163830477924268
"(16, 6)",0.3057663906406704,0.049906475988569905
"(16, 7)",0.2639960680921705,0.018292164111950695
"(16, 8)",0.168454322531619,0.014012217833311358
"(15, 8)",0.28993144399621645,0.051238783619009624
"(13, 9)",0.3178450538245583,-0.13093033375002558
"(12, 10)",0.03783534933395177,0.29959632570400535
"(11, 12)",0.21395159548224266,0.47783349719567875
"(10, 15)",0.4518553548844282,0.13762093920472868
"(9, 15)",0.4089456293791117,0.23209023182566568
"(9, 16)",0.3466023883758821,0.08903926542796377
"(8, 16)",0.16521614988418873,0.16033182791855516
"(8, 15)",0.13934665604162014,0.1924166946804494
"(6, 16)",-0.7846541261166082,-0.7895441784880156
"(6, -1)",-0.12560848777982178,0.3718387693083585
"(12, -2)",0.5257032065090228,0.04320531669322628
"(7, 16)",-0.11887556488321019,0.0008779334849467017
"(20, 1)",0.31439126366371173,0.0
"(20, 2)",0.06358535530077974,0.0
"(19, 2)",0.4243850022973847,0.08770442347839932
"(19, 3)",0.3537487304959475,0.02306056629836417
"(8, 9)",0.2396651188985013,0.0665518824160863
"(12, -10)",0.4519965858853001,0.09310285440056693
"(8, -9)",0.0997759624141476,0.32883383321339577
"(7, -10)",0.07357973686155102,0.0
"(7, -11)",0.019478539000000003,0.0
"(6, -12)",-0.2548729,-0.1606838561
"(11, -1)",0.5616139422994756,0.10650584585803932
"(14, 10)",0.2824220912370024,-0.031741058100797026
"(13, 11)",0.4203244101238541,0.09010962938644704
"(13, 12)",0.0,0.09753073031842038
"(12, 14)",0.17694372024767002,0.011053900000000002
"(11, 15)",0.0,0.11615057414541687
"(11, 16)",0.15909406874859053,0.0
"(10, 17)",0.12482943488222431,0.03542905134146518
"(10, 18)",0.15471548181172626,0.0
"(9, 19)",0.14113612646546372,0.011159370791326902
"(8, 19)",0.1746137844608398,0.01979018233423154
"(7, 19)",-0.03319887935244412,-0.005837084711673969
"(7, 18)",-0.1462153247690254,-0.13076028997707412
"(6, 17)",-0.6569781920705627,-0.5051113887433797
"(18, 5)",0.23196941950605976,0.011230663247839001
"(8, 17)",0.27554512241346996,0.02223584418600707
"(6, 19)",-0.5275258844910151,-0.5089542311908546
"(10, 16)",0.24732093790871446,0.02472306811792959
"(7, 17)",-0.10920170503943044,-0.040191622355338956
"(6, 18)",-0.7121114596755684,-0.658959815628647
"(9, -6)",0.30513215462774984,0.017301733215995437
"(13, -5)",0.22772454527128383,0.02346013444773976
"(13, -4)",0.16711110645029756,0.0
"(14, -13)",0.05340742323432939,0.0
"(13, -11)",0.06476828387596266,0.0
"(15, 9)",0.19830469861230338,0.04378723746012764
"(14, 11)",0.10056744945029733,0.0266603712244552
"(12, 15)",0.11491512814503343,0.0
"(11, 17)",0.0437762613425006,0.0
"(10, 19)",0.012511900000000001,0.0
"(7, 20)",-0.013217336828000012,-0.018490955631034405
"(6, 20)",-0.553375836721,-0.5675502575377649
"(9, 17)",0.22732416909509956,0.05691136241281242
"(9, 18)",0.10327822214294485,0.0
"(8, 18)",0.20176199383471008,0.0
"(17, 7)",0.0657532966192251,0.024045689191085868
"(13, 13)",0.08825533431363186,0.0
"(12, 16)",0.03413575069392217,0.0
"(7, 13)",-0.2082335371100016,-0.1852128451767204
"(6, 13)",-0.6267098437128262,-0.6710094404684109
"(13, -6)",0.345511505516128,0.18465274251264355
"(15, -7)",0.46089813725001844,0.058820547376369915
"(15, -8)",0.308179615135548,0.0
"(6, 14)",-0.7086470558785021,-0.6858988553579397
"(8, -10)",0.105434252267382,0.0
"(6, -11)",-0.09683856100000002,0.010900000000000002
"(9, -13)",0.010000000000000002,0.0
"(9, -14)",-0.1,0.0
"(16, 9)",0.06796960120822088,0.0
"(15, 10)",0.08431446538083767,0.018366487689340568
"(14, 12)",0.051385049987566,0.013978075197874333
"(8, 20)",0.09382098220325154,0.0
"(11, -11)",0.04019510800000001,0.0
"(12, -14)",0.024012532000000003,0.0
"(11, -12)",0.0,0.03225622080475338
"(11, -13)",0.0382841702569,0.0
"(16, -14)",0.06039435108638441,0.0
"(14, 13)",0.028817422933065582,0.0
"(13, 14)",0.04646698416390323,0.0
"(9, 20)",0.027510257662418214,0.0
"(15, 11)",0.0186589374252423,0.0
"(13, 15)",0.0187696386231031,0.0
